date,dish_name,restaurant_name,price,meal_type,description,image
14 December 2022 (Wednesday),Nasi Ayam,Komatra,RM 6.50,(Lunch),"Receipt.png has been found.
          POS62329
          12:11","2022/December/2022, December, image 16.png"
14 December 2022 (Wednesday),NGK + TD,Komatra,RM 7.00,(Dinner),"POS062459
          6:23-&gt; 6:28
          
Nasi Goreng Kampung - RM 6.00
Telur Dadar - RM 1.00","2022/December/2022, December, image 17.png"
15 December 2022 (Thursday),Nasi Campur,Royal Tandoori,RM 8.00,(Lunch),"No price list, so I'll gauge it based on my estimates.
          11:48
          Rice - RM 2.00
Chicken - RM 4.00
Vegetable - RM 2.00","2022/December/2022, December, image 18.png"
19 December 2022 (Monday),Maggi Goreng,Tuah Anas,RM 5.00,(Lunch),11:19,"2022/December/2022, December, image 19.png"
19 December 2022 (Monday),NGK + Lebih Nasi,Komatra,RM 6.00,(Dinner),"So this doesn't charge you extra?
          POS063597
          6:40 -&gt; 6:46","2022/December/2022, December, image 20.png"
20 December 2022 (Tuesday),Nasi Goreng Kampung,Tuah Anas,RM 6.00,(Lunch),"They have free stuff for me to ""self service"".
          Good, good.
          Also better than Komatra by some miles.
          11:57 -&gt; 12:05","2022/December/2022, December, image 21.png"
3 January 2023 (Tuesday),Nasi Ayam,Komatra,RM 6.50,(Lunch),"Point of sales is actually dying?
                    POS064567
                    12:02","2023/January/2023, January, image 1.png"
3 January 2023 (Tuesday),NGC + TD,Komatra,RM 7.00,(Dinner),"Who in the right mind would put pepper sauce on cina?
                    Also they weren't serving NGK at that time, so sad.
                    POS064625
                    6:33 -&gt; 6:40
                    
Nasi Goreng Cina - RM 6.00
Telur Dadar - RM 1.00","2023/January/2023, January, image 2.png"
4 January 2023 (Wednesday),Nasi Goreng Ikan Masin,Tuah Anas,RM 6.00,(Lunch),"They somehow have a numbering system now.
                Let's see how well I will survive in a marathon:
                
1:00PM - 2:00PM (Math 2, online lecture)
2:00PM - 4:00PM (Math 1, physical tutorial)
4:00PM - 6:00PM (PSP, online tutorial replacement)
8:00PM - 10:00PM (PSP, online lecture replacement)

                11:52","2023/January/2023, January, image 3.png"
4 January 2023 (Wednesday),Nasi Goreng Ayam,HTC,RM 8.00,(Dinner),"Rats, rats, we are the rats.
                I haven't seen any.
                5:42","2023/January/2023, January, image 4.png"
5 January 2023 (Thursday),Nasi Campur,HTC,RM 8.00,(Lunch),"First time trying, if I were to refer to the menu for how they price, it's correct.
          Price wise, could rival Komatra.
          12:03
      
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/January/2023, January, image 5.png"
5 January 2023 (Thursday),NGK + TD,Komatra,RM 7.00,(Dinner),"UwU, 001. Also the omlette is a little salty if paired without rice.
          Another thing to mention, they only start serving this at 7pm?
          I went there during 6:30 they asked me to wait longer.
          POS065001
          6:59-&gt; 7:03
          
Nasi Goreng Kampung - RM 6.00
Telur Dadar - RM 1.00","2023/January/2023, January, image 6.png"
6 January 2023 (Friday),Nasi Goreng Tomyam,Tuah Anas,RM 8.00,(Lunch),"What the lemongrass doing here?
          Asked for fried garlic (bawang goreng), they gave me fried onion (also bawang goreng).
          So I used english, they said no, this is so sad, but at least I got mayonnaise that I dumped after.
          12:13 -&gt; 12:24","2023/January/2023, January, image 7.png"
9 January 2023 (Monday),Roti Telur,HTC,RM 2.50,(Breakfast),"First time trying it.
          Apparently even this one they have it pre done, I thought it'll only be the Roti Canais.","2023/January/2023, January, image 8.png"
9 January 2023 (Monday),Yee Mee,HSH,RM 6.50,(Lunch),"Got told to eat less heaty stuff, so here I am.","2023/January/2023, January, image 9.png"
9 January 2023 (Monday),NGC + TM,Komatra,RM 7.00,(Dinner),"POS065580
          6:28 -&gt; 6:38
          
Nasi Goreng Cina - RM 6.00
Telur Mata - RM 1.00","2023/January/2023, January, image 10.png"
10 January 2023 (Tuesday),Nasi Campur,Komatra,RM 7.80,(Lunch),"I can never escape the black spice taste.
          POS065685
          12:09
      
Rice - RM 1.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/January/2023, January, image 11.png"
10 January 2023 (Tuesday),NGK + TM,Komatra,RM 7.00,(Dinner),"Man, undercooked yolk.
            Also, it seems that they batch cook it.
            POS065761
            6:31 -&gt; 6:34","2023/January/2023, January, image 12.png"
11 January 2023 (Wednesday),Spiced fried chicken rice,HSH,RM 7.50,(Lunch),"Seemed more popular vs wanton mee, besides the no waiting time.","2023/January/2023, January, image 13.png"
11 January 2023 (Wednesday),NGK + TD,Komatra,RM 7.00,(Dinner),"This is safer vs fried egg.
          I need to ""sort"" the egg per rice scoop better.
          
          POS065987
          6:28 -&gt; 6:32","2023/January/2023, January, image 14.png"
12 January 2023 (Thursday),Nasi Ayam,Komatra,RM 6.50,(Lunch),"The previous duo that mans the chicken rice stall isn't here.
          So new staff, as we can see they are very new.
          Didn't ask about separate or straight pour, and has no idea where the soup container went.
          So I get a whole bowl, great?

          Anyways, fuck the cats.
          A thread below.
First contact
Potential meme format
You give an inch
They take your whole meal
          It proceed to abandon me after finishing their meal, how sad.","2023/January/2023, January, image 15.png"
12 January 2023 (Thursday),Nasi Goreng Pattaya,HTC,RM 6.00,(Dinner),"FREE FOR ALLLLLL, also known as take whatever is yours, within reason.
          So long as you do not get beaten up.
          ""Fake nasi pattaya"" - dad","2023/January/2023, January, image 16.png"
13 January 2023 (Friday),Braised Chicken Rice,HSH,RM 7.50,"(Lunch, food)",Good.,"2023/January/2023, January, image 17.png"
13 January 2023 (Friday),3 Layer Tea,BBC,RM 4.00 Free,"(Lunch, drink)",Much love to Seen Herrscher of Procrastination for the treat.,"2023/January/2023, January, image 18.png"
16 January 2023 (Monday),Mixed Rice,Mama Homecook Mixed Rice,RM 7.30,(Lunch),"Free chinese tea? Good.
              Thanks to group mate for sending me and back.","2023/January/2023, January, image 19.png"
16 January 2023 (Monday),NGK + TD,Komatra,RM 7.00,(Dinner),"CAN CATS STOP RAIDING ME??

              POS066662
              6:54 -&gt; 6:57","2023/January/2023, January, image 20.png"
17 January 2023 (Tuesday),Nasi Campur,Komatra,RM 7.80,(Lunch),"POS066767
          12:25
      
Rice - RM 1.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/January/2023, January, image 21.png"
17 January 2023 (Tuesday),Nasi Goreng Cili Padi,Komatra,RM 6.00,(Dinner 1),"🖕
          POS066851
          6:24 -&gt; 6:28","2023/January/2023, January, image 22.png"
17 January 2023 (Tuesday),Ayam Goreng,Komatra,RM 4.00,(Dinner 2),"ITS SO SADDENING
          But the chicken made it less sad.
          All they did was ask for my plate &amp; just kiap the chicken to my plate.

          POS066857
          6:47","2023/January/2023, January, image 23.png"
18 January 2023 (Wednesday),Nasi Ayam,Komatra,RM 6.50,(Lunch),"Today is quiet, no cats to be found.
          POS066941
          12:09","2023/January/2023, January, image 24.png"
30 January 2023 (Monday),Dry Wantan Noodles (Add 1/2 noodles),HSH,RM 8.00,(Lunch),"Maybe I was too hungry, adding noodles didn't do my stomach justice.
              It felt as if I ate, sure, but still feeling I can fit more in me.

              11:22","2023/January/2023, January, image 25.png"
30 January 2023 (Monday),Nasi Goreng Kampung,HTC,RM 6.00,(Dinner),"Hearing Komatra still on holiday, I forced myself to lepak out of hostel.
              Somehow I went during their almost closing time?
              It was kinda empty.

              6:24","2023/January/2023, January, image 26.png"
31 January 2023 (Tuesday),Nasi Campur,HTC,RM 9.50,(Lunch),"What the price?
          Maybe because I took gravy + quite alot of vegetables.
          (Price list below is my assumption)
      
Chicken - RM 5.00
Rice - RM 2.00
Vegetable - RM 2.00
Kari Kambing - RM 0.50","2023/January/2023, January, image 27.png"
31 January 2023 (Tuesday),Fries,Glaze Eatery,RM 8.00 Free,(Snack 1),"Freeloading, part 1
          Just had to pay 2.5 + 3.4 for the grab.

          Side note, I lost RM 53 in cash today due to everyone not having enough cash.
          Earned back through e payment though, so alls good.","2023/January/2023, January, image 28.png"
31 January 2023 (Tuesday),Stoner Fries,Glaze Eatery,RM 16.00 Free,(Snack 2),"Freeloading, part 2
          Bocchi offering bocchi food, circa 2023.

          Normal fries tastes better as its more ""normal"".
          But eh, can't complain much, still edible food.
          The only extra thing there is is:
          
Mayo
Thousand Island (?)
Ham (for some reason I said ham people had to come add on its chicken cuz they thought it was babi)
Spring onions
Egg (why are you even here)","2023/January/2023, January, image 29.png"
31 January 2023 (Tuesday),Chicken Chop Rice (Thai Mayo),Hinz Kitchen,RM 19.00,(Dinner),"KOMATRA WHY YOU CLOSE SO LONG??
          IT'S CHINESE NEW YEAR YOU'RE NOT CHINESE COME BACK!!
          (Not being racist or anything but all the other eateries are open, even the chinese one is)

          Oh yea, food good, would order again IF IT WASN'T OUT OF MY OWN POCKET","2023/January/2023, January, image 30.png"
1 February 2023 (Wednesday),Nasi Campur,Royal Tandoori,RM 8.00,(Lunch),"Was thinking wat to eat, this seems the most ""economical"".
              
Rice - RM 2.00
Chicken - RM 4.00
Vegetable - RM 2.00

              11:59","2023/February/2023, February, image 1.png"
1 February 2023 (Wednesday),NGK + TD,Komatra,RM 7.00,(Dinner),"MY ANIME ARC NOOOOO (It's a discord link)
<small>Update @ 26/2/2024: Link doesn't work thanks to someone deleting almost all the channels.</small>

                  POS067391
                  6:02 -&gt; 6:07","2023/February/2023, February, image 2.png"
2 February 2023 (Thursday),Nasi Ayam,Komatra,RM 6.50,(Lunch),"Ordered too early, they were just SETTING UP FOR 20+ MINUTES HOW

            POS067463
            12:23 -&gt; 12:42","2023/February/2023, February, image 3.png"
2 February 2023 (Thursday),NGK + TM,Komatra,RM 7.00,(Dinner),"lets be honest here
            komatra fried rice is never consistent
            - EndyKyuu#6159, 2/2/2023, 19:10

            POS067528
            7:04 -&gt; 7:08","2023/February/2023, February, image 4.png"
3 February 2023 (Friday),Nasi Campur,Komatra,RM 7.80,(Lunch),"Cats are dumb, the one time I want to give them food, they ignore me.
          The time I do not want them to come, they raid me.
          POS067593
          12:41
          
Rice - RM 1.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/February/2023, February, image 5.png"
3 February 2023 (Friday),NGK + TM,Komatra,RM 7.00,(Dinner),"Said to come late to fetch me, immediately texts after I ordered.
          On the bright side, they seem to have given me more.
          Truly, truly inconsistent.

          POS067652
          7:12 -&gt; 7:19","2023/February/2023, February, image 6.png"
13 February 2023 (Monday),Nasi Campur,Komatra,RM 8.60,(Lunch),"The return of them charging me extra nasi.
          You may be thinking where is the metal spoon, they ran out.
          POS068230
          12:10
      
Rice - RM 1.80
Extra rice - RM 0.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/February/2023, February, image 7.png"
13 February 2023 (Monday),NGK + TM,Komatra,RM 7.00,(Dinner),"On god komatra quality improving?
          More meat overall, and it's (presumably based on smell/sound) made to order.

          POS068289
          6:09 -&gt; 6:19","2023/February/2023, February, image 8.png"
14 February 2023 (Tuesday),Nasi Campur,Komatra,RM 7.80,(Lunch),"The vegetable a little ahh goofy to me, along with the seeds.
          POS068374
          12:41
          
Rice - RM 1.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/February/2023, February, image 9.png"
14 February 2023 (Tuesday),NGK + TM,Komatra,RM 7.00,(Dinner),"I take it back. It just changed again.
          ALSO WHY EGG COLD + RUNNY

          POS068463
          6:26 -&gt; 6:31","2023/February/2023, February, image 10.png"
15 February 2023 (Wednesday),Nasi Campur,Komatra,RM 8.60,(Lunch),"It is said to be kicap vegetable.
          POS068549
          12:10
      
Rice - RM 1.80
Extra rice - RM 0.80
Chicken - RM 4.00
Vegetable - RM 2.00","2023/February/2023, February, image 11.png"
20 March 2023 (Monday),Nasi Campur,Dapo Sahang,RM 5.50,(Lunch),"Dapo sahang has somehow cheaper meals.
                    Downsides is just no cup/free water &amp; no receipts.
                    So I can't really track the breakdown of prices.
                
Chicken - RM 3.00
Rice - RM 1.50
Vege - RM 1.00","2023/March/2023, March, image 1.png"
20 March 2023 (Monday),Nasi Goreng Kampung,Dapo Sahang,RM 6.00,(Dinner),"My god would you look at the size of it.

                    18:3X - 19:12","2023/March/2023, March, image 2.png"
21 March 2023 (Tuesday),Dry Wantan Noodles,HSH,RM 6.50,(Lunch),"I was shocked when they said 9.50 for add noodles, so I rejected, thinking they hiked prices.
              Turns out I added half a noodle back then, which would be 8.00.
              Thanks kitsune for clarifying afterwards.","2023/March/2023, March, image 3.png"
21 March 2023 (Tuesday),Maggi Goreng (Double),HTC,RM 7.00 Free,(Snack),"Helping nousagi getting his maggi, then somehow he had another one, so he gave this one to me.
              Kinda cold, so couldn't finish in the end, not even with sambal + dhal taken even though I did not order any roti.

              Inb4 the mamaks ban me.","2023/March/2023, March, image 4.png"
21 March 2023 (Tuesday),Burger Ayam Special,Criss Burger,RM 5.50,(Dinner),"""burger review: got lettuce got 1 tomato slice, quite some sauces, cant feel the butter/margerine, 
              where le perine or the ramly sauce, everything except the price outside better""
              - Junn @ Confession channel, 21/3/2023

              God damn a chinese ramly burger chef, a rare thing.","2023/March/2023, March, image 5.png"
22 March 2023 (Wednesday),Nasi Campur,HTC,RM 8.00,(Lunch),"I didn't get banned?
          Anyways I got the same price as 5 Jan 23.
      
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/March/2023, March, image 6.png"
22 March 2023 (Wednesday),Nasi Goreng Ayam,Dapo Sahang,RM 7.50,(Dinner),"Chicken size is decent I guess.
          The rice even has chicken meat, so that's a plus compared to Komatra as well.

          18:27 - 18:49","2023/March/2023, March, image 7.png"
23 March 2023 (Thursday),Nasi Campur,HTC,RM 8.00,(Lunch),"1st day of puasa, and starbees is kind of dead.
      
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/March/2023, March, image 8.png"
23 March 2023 (Thursday),Nasi Campur,Dapo Sahang,RM 7.00,(Dinner),"They aren't serving made to order foods until later, so I cope with this.
          Quite alot of rice taken.","2023/March/2023, March, image 9.png"
24 March 2023 (Friday),Dry Wantan Noodles (Add 1/2 noodles),HSH,RM 8.00,(Lunch),"Me when giving with cash even though they do not accept it:
          (They only accept exact amount, aka no change.)

          I should try adding a whole noodle next time.","2023/March/2023, March, image 10.png"
28 March 2023 (Tuesday),Chicken Shawarma Large,Chef Yas,RM 10.00,(Lunch),"First time trying this, the wait time is slightly long.
          Food at the least is good.","2023/March/2023, March, image 11.png"
28 March 2023 (Tuesday),Nasi Campur,Dapo Sahang,RM 6.00,(Dinner),"Did I take less rice, or is this chicken cheaper?","2023/March/2023, March, image 12.png"
29 March 2023 (Wednesday),Nasi Campur,HTC,RM 8.00,(Lunch),"Consistently priced.
      
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/March/2023, March, image 13.png"
29 March 2023 (Wednesday),Nasi Campur,Dapo Sahang,RM 5.00,(Dinner),"This pricing does not make sense.
          Do you get profit? Is this menu rahmah?","2023/March/2023, March, image 14.png"
30 March 2023 (Thursday),Dry Wantan Noodles (Add 1/2 noodles),HSH,RM 8.00,(Lunch),"Splittily splattily, all the oil on my laptop.","2023/March/2023, March, image 15.png"
30 March 2023 (Thursday),Nasi Campur,Dapo Sahang,RM 5.50,(Dinner),"Finally, not cabbage.
          I slightly prefer cabbage still.","2023/March/2023, March, image 16.png"
31 March 2023 (Friday),Nasi Campur,HTC,RM 8.50,(Lunch),"I take back my statement. Probably chicken too big.
          
Rice - RM 2.00
Chicken - RM 5.50
Vegetable - RM 1.00","2023/March/2023, March, image 17.png"
4 April 2023 (Tuesday),Nasi Campur,HTC,RM 8.00,(Lunch),"Price, is back to normal.
                
Rice - RM 2.00
Chicken - RM 5.00
Vegetable - RM 1.00","2023/April/2023, April, image 1.png"
4 April 2023 (Tuesday),Nasi Goreng Cina,Dapo Sahang,RM 6.00,(Dinner),"It seems they may be cooking 2 plates in 1 go, when the situation arrises.","2023/April/2023, April, image 2.png"
5 April 2023 (Wednesday),Curry Wanton Noodles,HSH,RM 8.50,(Lunch),"Worth? Depends.
                More ingredients (in my words, ""meat""), for potentially less noodles and + 50 sen compared to wantan + 1/2 noodles.","2023/April/2023, April, image 3.png"
